Publication Number,B60K6_48,Y02T10_6221,B60K6_387,B60K6_405,B60K2006_4825,Y02T10_6252,B60K6_42,B60K6_02,B60K6_26,B60K6_365,B60K6_547,B60K17_02,B60K6_40,B60K6_485,H02K7_108,H02K51_00,Y10S903_902,F16H3_66,F16D25_0638,H02K7_006
JP2009292281A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2009227096A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2010179716A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
US20060128520A1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2008162395A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
IN201747045076A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2008290548A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP5115465B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2008213632A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2010221725A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2007125920A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP5527085B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2009149179A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CN105818669B,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
US20080109142A1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2007331653A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2006341831A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP4909134B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP6187220B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2010274855A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2019108056A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP4952543B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP4508281B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2009190442A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP3775424B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
DE102014013579A1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2010516541A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP4248538B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP5348034B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2000156906A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP5614104B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2017043311A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2011020570A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP5987570B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP5917997B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
US7771309,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
WO2008074616A1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
IN201814039551A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
IN4966DELNP2014A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2000104576A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2010100136A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2000156910A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2019001302A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2010179845A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP3918834B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP5359828B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP4055766B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2005253151A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
EP3533648A1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
US7959535,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2009214585A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP3585895B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2010274788A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
US7128676,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CN206086344U,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP5321037B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP5742529B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2013132975A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP5188262B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP5018871B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CN208006697U,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP4088378B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP4038215B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
IDP000046719B,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2012106664A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP5601246B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP6059078B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2007099208A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2013099088A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP6544458B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2011246117A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
DE102012219439A1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP4941255B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP5321023B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP4192849B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2018154230A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP6500652B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2009154625A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2010083199A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP5783058B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2015535908A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CN205498612U,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP5993834B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2013087840A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2006174555A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CN208164740U,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2008290547A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2006132685A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
US4335429,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US20180335096A1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US0748182,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US9868437,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US1293310,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR3077037A1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US0493425,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US9695889,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE102016119660A1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US20090088297A1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US8513837,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WO2019072863A1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US20150211617A1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US8594876,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US6954045,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CN108001206A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CN109986954A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CN109986958A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2012240551A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP4682991B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2008189267A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2006125245A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
DE102009027419B4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP5176949B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2013226895A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2005163595A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
US7922618,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2016088470A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP4178947B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2008238965A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2010070041A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2011189889A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP6520805B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP5737349B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2009166741A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CN207796002U,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP5585479B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2008049825A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP5195542B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2010254076A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2006070820A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CN207809041U,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2012086763A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2007237821A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2009144575A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CN208439054U,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
US8177005,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2006211740A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP4094591B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CN207772873U,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP4289242B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CN208774517U,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2017193195A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
VN57759A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP5710582B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2010076575A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP5354027B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CN107539096A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP5817569B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP6477272B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP5716534B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP5829935B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
US8011485,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CN204605502U,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2009274525A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP3888383B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP6010879B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP5842926B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CN206086348U,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP5293069B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP4618143B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CN101234598B,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP1980110328U,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP3899701B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2009040275A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2010188794A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP4165518B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CN207809038U,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP4973356B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
WO2008133061A1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2000156911A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP4165344B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2008174123A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JPWO2014136365A1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP5656949B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP6512173B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP4919848B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
IN6550CHENP2013A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP4631651B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP5348033B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP5023991B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
US8496560,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2013006456A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP4127294B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2010036705A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP4277867B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CN207859931U,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP5081744B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
FR3041910B1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP4973256B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP5109876B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2010125937A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2012224289A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2008055997A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CN208530276U,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CN205970820U,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2010215190A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
US20090062063A1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP6459720B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
US8253356,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CN207809040U,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2014051146A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2011213164A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2009154723A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2010143491A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP4786553B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CN201506247U,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2015151042A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
US8591378,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP5029398B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP4238840B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MY168270A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP4063285B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP5282708B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP5076920B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP4379526B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CN104477023B,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2012025340A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2009149213A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP6421699B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CN104842766B,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2008132929A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP4864744B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2013193583A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP4182028B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2009012618A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP4842846B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2017114182A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2006103541A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
US20100241297A1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP5842643B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2008222059A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP4127049B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP4136956B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
US8370034,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP5310063B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP5167701B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP5221068B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP6136474B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP3984229B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2010247772A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP4184303B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CN205715478U,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
US8874332,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2010071353A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP5131328B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2017210010A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CN206031048U,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2009214584A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2005319894A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2007237829A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2010070170A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2010158966A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP3812212B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
EP3544839A1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2019151156A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CN105128645A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2010095119A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2009190502A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP5051050B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CN107539088A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP4311400B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2008296611A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CN207393797U,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP5720664B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CN207246338U,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP4162512B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2012030669A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP5392152B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP4134977B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2010247587A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CN207875372U,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2007210502A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2009202710A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP4390814B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2000156908A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
IN804MUM2013A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CN204674362U,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2010000958A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CN207345477U,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2008168810A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP4220989B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP4227953B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP4833096B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CN207809039U,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP4166237B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP4792519B2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CN206141304U,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2010036708A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2010095120A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2010247605A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2000127790A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
