Publication Number,B60K6/48,Y02T10/6221,B60K6/387,B60K6/547,B60K6/365,B60K6/405,B60K2006/4825,Y02T10/6252
US9321454,1,1,0,0,0,0,1,1
CN103723148A,1,1,0,0,0,0,1,1
US20160280214A1,1,1,0,0,0,0,1,1
DE102015219561A1,1,1,0,0,0,0,1,1
DE102011005469A1,1,1,0,0,0,0,1,1
US9399459,1,1,0,0,0,0,1,1
FR2996818B1,1,1,0,0,0,0,1,1
CN103723141A,1,1,0,0,0,0,1,1
US20190195312A1,1,1,0,0,0,0,1,1
CN103723149A,1,1,0,0,0,0,1,1
FR2975047B1,1,1,0,1,0,1,0,0
CN107825956A,1,0,1,1,0,0,0,0
US20180162371A1,1,1,1,0,0,0,0,0
DE102010044618B4,1,1,1,0,0,0,0,0
DE102008052254A1,1,1,1,0,0,0,0,0
WO2003011625A1,1,1,1,0,0,0,0,0
DE102015220430A1,1,1,1,0,0,0,0,0
DE102013213559A1,1,1,1,0,0,0,0,0
EP1886860A1,1,1,1,0,0,0,0,0
EP2191994A1,1,1,1,0,0,0,0,0
US20190293153A1,1,0,0,1,1,0,1,0
JP2010234830A,1,1,0,1,1,0,0,0
JP2010234923A,1,1,0,1,1,0,0,0
JP3441198B2,1,1,0,1,1,0,0,0
JP2008284915A,1,1,0,1,1,0,0,0
JP2004099030A,1,1,0,1,1,0,0,0
JP4924406B2,1,1,0,1,1,0,0,0
JP2004161053A,1,1,0,1,1,0,0,0
JP3531384B2,1,1,0,1,1,0,0,0
JP3503636B2,1,1,0,1,1,0,0,0
JP2013204815A,1,1,0,1,1,0,0,0
JP2011037296A,1,1,0,1,1,0,0,0
JP4993200B2,1,1,0,1,1,0,0,0
JP6102956B2,1,1,0,1,1,0,0,0
JP2010173395A,1,1,0,1,1,0,0,0
JP4137021B2,1,1,0,1,1,0,0,0
JP4297120B2,1,1,0,1,1,0,0,0
US20190225068A1,1,0,0,1,0,0,1,0
EP2191159B1,1,1,1,0,0,0,0,0
DE102008000363A1,1,1,1,0,0,0,0,0
DE102010028026A1,1,1,1,0,0,0,0,0
US8540064,1,1,1,0,0,0,0,0
FR2916501A1,1,1,1,0,0,1,0,0
DE102015221487A1,1,0,0,1,1,0,1,0
US20180051782A1,1,0,0,1,1,0,1,0
DE102015216834A1,1,0,0,1,1,0,0,0
US8783395,1,1,1,1,0,0,0,0
US20110086739A1,1,1,0,1,0,1,0,0
US8337171,1,1,0,1,0,1,0,0
DE102017002677A1,1,0,0,1,1,0,0,0
DE102016014857A1,1,0,0,1,1,0,0,0
US20180354500A1,1,0,0,1,0,0,1,0
DE102014221600B3,1,0,0,1,1,0,0,0
DE102016015804A1,1,1,1,0,0,0,0,0
EP2244906B1,1,1,1,0,0,0,0,0
US20160363072A1,1,1,1,0,0,0,0,0
US20160116031A1,1,1,1,0,0,0,0,0
US20180162355A1,1,1,1,0,0,0,0,0
WO2008052909A1,1,1,1,0,0,0,0,0
US9415771,1,1,1,0,0,0,0,0
DE102007047805A1,1,1,1,0,0,0,0,0
FR3067663A1,1,0,1,1,0,0,0,0
DE102015212291A1,1,0,0,0,1,0,1,0
US20170334421A1,1,0,0,1,0,0,0,0
EP1389825A3,1,0,0,1,0,0,0,0
US9845094,1,0,0,1,0,0,0,0
US5862497,1,0,0,1,0,0,0,0
US20190047542A1,1,0,0,1,0,0,0,0
US6307277,1,0,0,1,0,0,0,0
US6348771,1,0,0,1,0,0,0,0
US6505109,1,0,0,1,0,0,0,0
US6550557,1,0,0,1,0,0,0,0
WO2018197125A1,1,0,0,0,1,0,1,0
US20190113137A1,1,0,0,0,1,0,1,0
US6616569,1,0,0,1,0,0,0,0
DE10160308A1,1,0,0,1,0,0,0,0
WO2018124219A1,1,0,0,1,0,0,0,0
DE50114715D1,1,0,0,1,0,0,0,0
US6532926,1,0,0,1,0,0,0,0
US7089095,1,0,0,1,0,0,0,0
US6881171,1,0,0,1,0,0,0,0
WO2014114560A1,1,0,0,1,0,0,0,0
US20040112171A1,1,0,0,1,0,0,0,0
US7287443,1,0,0,1,0,0,0,0
US7074156,1,0,0,1,0,0,0,0
DE102017221685A1,1,0,1,1,1,0,0,0
DE102005003035A1,1,1,0,0,1,1,0,0
US7402923,1,1,0,0,1,1,0,0
US6540636,1,1,0,0,1,1,0,0
US7108630,1,1,0,1,1,0,0,0
US6412882,1,1,0,0,0,1,0,0
US7926819,1,1,0,0,1,1,0,0
US7017348,1,0,0,1,0,0,0,0
US6177773,1,0,0,1,0,0,0,0
EP3437910A1,1,0,0,1,0,0,0,0
US6345216,1,0,0,1,0,0,0,0
US5965991,1,0,0,1,0,0,0,0
US6837323,1,0,0,1,0,0,0,0
WO2019020876A1,1,0,0,1,0,0,0,0
JP1999193724A,1,0,0,1,0,0,0,0
US20190232950A1,1,0,0,1,0,0,0,0
US9969391,1,0,0,1,0,0,0,0
US9950606,1,0,0,1,0,0,0,0
WO2018221464A1,1,0,0,1,0,0,0,0
US6267706,1,0,0,1,0,0,0,0
WO2019042767A1,1,0,0,1,0,0,0,0
US6817964,1,0,0,1,1,0,0,0
US7584813,1,1,0,1,1,0,0,0
US10023042,1,0,0,1,0,0,0,0
US6758293,1,0,0,1,0,0,0,0
WO2019049836A1,1,0,0,1,0,0,0,0
WO2019017337A1,1,0,0,1,0,0,0,0
US10377367,1,0,0,1,0,0,0,0
US6334079,1,0,0,1,0,0,0,0
WO2019031177A1,1,0,0,1,0,0,0,0
DE10237817A1,1,0,0,1,0,0,0,0
WO2017086423A1,1,0,0,1,0,0,0,0
AT520456B1,1,0,0,1,0,0,0,0
DE102011006087A1,1,1,1,0,0,0,0,0
US6253865,1,1,1,0,0,0,0,0
US20100270874A1,1,1,0,0,0,1,0,0
DE102014215325A1,1,0,1,1,1,0,0,0
US6450274,1,0,0,1,0,0,0,0
US20190263246A1,1,0,0,1,0,0,0,0
US6799109,1,0,0,1,0,0,0,0
US20190009666A1,1,0,0,1,0,0,0,0
EP1069309A3,1,0,0,1,0,0,0,0
US7908066,1,0,0,1,0,0,0,0
US6603278,1,0,0,1,0,0,0,0
US9776615,1,0,0,1,0,0,0,0
US6376927,1,0,0,1,0,0,0,0
US8939868,1,0,0,1,0,0,0,0
US6373206,1,0,0,1,0,0,0,0
US7263959,1,0,0,1,0,0,0,0
US9868435,1,0,0,1,0,0,0,0
US6482125,1,0,0,1,0,0,0,0
US6510370,1,0,0,1,0,0,0,0
US9970532,1,0,0,1,0,0,0,0
US5875864,1,0,0,1,0,0,0,0
US5909720,1,1,0,0,1,0,0,0
US20190291568A1,1,0,0,0,1,0,0,0
WO2019100133A1,1,0,0,0,1,0,0,0
US10072740,1,0,0,0,1,0,0,0
CN108327514A,1,0,0,0,1,0,0,0
US20180209526A1,1,0,0,0,1,0,0,0
DE102014225722A1,1,0,0,0,1,0,0,0
CN100439144C,1,1,1,0,0,0,0,0
US20190100094A1,1,0,0,0,1,0,0,0
DE102014225729A1,1,0,0,0,1,0,0,0
DE102015213386A1,1,0,0,0,1,0,0,0
US20160153528A1,1,0,0,0,1,0,0,0
KR101924369B1,1,0,0,0,1,0,0,0
US20170217299A1,1,0,0,0,1,0,0,0
KR101684548B1,1,0,0,0,1,0,0,0
US10035414,1,0,0,0,1,0,0,0
US6425838,1,0,0,0,1,0,0,0
US20190275878A1,1,0,0,0,1,0,0,0
US10035502,1,0,0,0,1,0,0,0
DE102014225734A1,1,0,0,0,1,0,0,0
US10352404,1,0,0,0,1,0,0,0
US1836298,1,0,0,0,1,0,0,0
CN108032723A,1,0,0,0,1,0,0,0
DE102009001149B4,1,1,1,0,0,0,0,0
DE102010014943B4,1,1,1,0,0,0,0,0
US20100151990A1,1,1,1,0,0,0,0,0
DE102016222399A1,1,0,1,1,1,0,0,0
US9108625,1,0,0,0,1,0,0,0
DE102015204570A1,1,0,0,0,1,0,0,0
US20190176609A1,1,0,0,0,1,0,0,0
US20190031178A1,1,0,0,0,1,0,0,0
CN108973647A,1,0,0,0,1,0,0,0
US20180306280A1,1,0,0,0,1,0,0,0
US9452673,1,0,0,0,1,0,0,0
DE102007053681A1,1,0,0,0,1,0,0,0
CN106564361A,1,0,0,0,1,0,0,0
US5939861,1,0,0,1,0,0,0,0
US20190270374A1,1,0,0,1,0,0,0,0
WO2018179672A1,1,0,0,1,0,0,0,0
EP0841208B1,1,0,0,1,0,0,0,0
US9145935,1,0,0,1,0,0,0,0
WO2001005615A3,1,0,0,1,0,0,0,0
WO2018123393A1,1,0,0,1,0,0,0,0
US9067580,1,0,0,1,0,0,0,0
US6488609,1,0,0,1,0,0,0,0
WO2017086446A1,1,0,0,1,0,0,0,0
US10124661,1,0,0,0,1,0,0,0
US20150068831A1,1,0,0,0,1,0,0,0
US9759290,1,0,0,0,1,0,0,0
US9944276,1,0,0,0,1,0,0,0
DE102015204574A1,1,0,0,0,1,0,0,0
US9555794,1,0,0,0,1,0,0,0
DE102014225733A1,1,0,0,0,1,0,0,0
US20190263249A1,1,0,0,0,1,0,0,0
US20020183154A1,1,0,0,0,1,0,0,0
US10131220,1,0,0,0,1,0,0,0
US20190061510A1,1,0,0,0,1,0,0,0
US10155522,1,0,0,0,1,0,0,0
EP0857371A1,1,0,0,0,1,0,0,0
DE102009046369A1,1,1,1,0,1,0,0,0
AT507523A3,1,1,1,0,0,0,0,0
US6342027,1,1,1,0,0,0,0,0
US5979971,1,1,1,0,0,0,0,0
HK1006092A,1,1,1,0,0,0,0,0
US10385818,1,0,0,1,0,0,0,0
CN109278531A,1,0,0,1,0,0,0,0
AT519296B1,1,0,0,1,0,0,0,0
US6692402,1,0,0,1,0,0,0,0
US20080105478A1,1,0,0,1,0,0,0,0
US6369539,1,0,0,1,0,0,0,0
US5796195,1,0,0,1,0,0,0,0
WO2019114862A1,1,0,0,1,0,0,0,0
JP1998104602A,1,0,0,1,0,0,0,0
EP1431623B1,1,0,0,1,0,0,0,0
US20180029461A1,1,0,0,1,0,0,0,0
US20160303963A1,1,1,1,0,1,0,0,0
US5786640,1,1,1,0,0,0,0,0
US10414403,1,0,0,1,0,0,0,0
EP3013619B1,1,0,0,1,0,0,0,0
US20190263247A1,1,0,0,1,0,0,0,0
US20190242458A1,1,0,0,1,0,0,0,0
US20180208047A1,1,0,0,1,0,0,0,0
US6581707,1,0,0,1,0,0,0,0
CN107097632A,1,0,0,1,0,0,0,0
US6935450,1,0,0,1,0,0,0,0
US9216734,1,0,0,1,0,0,0,0
WO2015063050A1,1,0,0,1,0,0,0,0
US6740987,1,0,0,1,0,0,0,0
WO2018155082A1,1,0,0,1,0,0,0,0
US20190168599A1,1,0,0,1,0,0,0,0
US9897194,1,0,0,1,0,0,0,0
JP2003278807A,1,1,1,1,0,0,0,0
WO2009036887A1,1,0,1,0,1,0,0,0
US7506639,1,0,1,1,0,0,0,0
DE102016005234A1,1,1,0,0,1,1,0,0
DE202007015050U1,1,1,1,0,0,0,0,0
EP1847412B1,1,1,0,0,0,1,0,0
AT520944B1,1,0,0,0,1,0,0,0
US20180043764A1,1,0,0,0,1,0,0,0
US20190143801A1,1,0,0,0,1,0,0,0
US9987918,1,0,0,0,1,0,0,0
KR1020190080482A,1,0,0,0,1,0,0,0
US9623868,1,0,0,0,1,0,0,0
DE102015204573A1,1,0,0,0,1,0,0,0
US10337603,1,0,0,0,1,0,0,0
US9643597,1,0,0,0,1,0,0,0
US9981543,1,0,0,0,1,0,0,0
JP1999178554A,1,1,1,0,0,0,0,0
US6041877,1,1,1,0,0,0,0,0
US20180072302A1,1,1,0,1,0,0,1,0
EP2029917A1,1,1,1,1,0,0,0,0
US7462121,1,1,1,1,0,0,0,0
DE102015208756A1,1,1,1,1,0,0,0,0
US8459390,1,1,1,1,0,0,0,0
US8170760,1,1,1,1,0,0,0,0
US8122991,1,1,1,1,0,0,0,0
EP2029410B1,1,1,1,1,0,0,0,0
US8663065,1,1,1,1,0,0,0,0
US20070227791A1,1,1,1,1,0,0,0,0
US20080000746A1,1,1,1,1,0,0,0,0
DE102012219435A1,1,1,0,1,0,0,0,0
US20140202282A1,1,1,0,1,0,0,0,0
DE102010010436A1,1,1,0,1,0,0,0,0
DE102012219445A1,1,1,0,1,0,0,0,0
DE102013114197A1,1,1,0,0,0,0,1,0
US20180244265A1,1,1,0,0,0,0,1,0
US7896114,1,1,1,0,0,0,0,0
DE102007009568A1,1,1,1,0,0,0,0,0
US7410444,1,1,1,0,0,0,0,0
DE102016207395A1,1,1,0,0,1,0,0,0
DE102010034130A1,1,1,0,0,1,0,0,0
DE102011089708A1,1,1,0,0,1,0,0,0
US7363122,1,1,0,1,0,0,0,0
DE102012219450A1,1,1,0,1,0,0,0,0
DE102012219451A1,1,1,0,1,0,0,0,0
EP2014499B1,1,1,0,1,0,0,0,0
US20140208893A1,1,1,0,1,0,0,0,0
US10030755,1,1,0,0,0,0,1,0
CN105416033A,1,1,0,0,0,0,1,0
US10259449,1,1,0,0,0,0,1,0
US20140083247A1,1,1,0,1,0,0,0,0
WO2018077274A1,1,1,0,1,0,0,0,0
DE102012219446A1,1,1,0,1,0,0,0,0
EP1092583A1,1,1,0,1,0,0,0,0
US8771143,1,1,1,1,0,0,0,0
US20090321158A1,1,1,1,1,0,0,0,0
US9346462,1,1,0,0,1,0,0,0
FR3058366A1,1,1,0,0,1,0,0,0
CN201240251Y,1,1,0,0,1,0,0,0
GB2410298B,1,1,0,0,1,0,0,0
AT512580B1,1,1,0,0,1,0,0,0
US20180072309A1,1,1,0,0,0,0,1,0
US6705686,1,0,0,1,1,0,0,0
US20120083950A1,1,1,0,0,1,0,0,0
US9815453,1,1,0,0,1,0,0,0
US6808468,1,1,0,0,1,0,0,0
DE102016207426A1,1,1,0,0,1,0,0,0
US6852055,1,1,0,0,1,0,0,0
US9156348,1,1,0,0,1,0,0,0
CN107825955A,1,1,0,0,0,0,1,0
WO2014118009A1,1,0,0,1,1,0,0,0
US20140238186A1,1,1,1,1,0,0,0,0
US8672804,1,1,1,1,0,0,0,0
DE102006005131B4,1,1,1,1,0,0,0,0
US20110132675A1,1,1,1,1,0,0,0,0
US20070233357A1,1,1,0,0,1,0,0,0
US8684875,1,1,1,0,1,0,0,0
US20070129208A1,1,1,1,0,1,0,0,0
CN107415937A,1,1,0,0,0,0,1,0
EP1707416B1,1,1,0,0,1,0,0,0
WO2015073084A1,1,1,0,0,1,0,0,0
FR2952590B1,1,1,0,0,1,0,0,0
DE102015221402A1,1,1,1,1,0,0,0,0
DE102008053391A1,1,1,1,1,0,0,0,0
US8348806,1,1,1,1,0,0,0,0
US8550947,1,1,1,1,0,0,0,0
US20160375891A1,1,1,0,1,0,0,0,0
DE102012219443A1,1,1,0,1,0,0,0,0
US7469613,1,1,0,1,0,0,0,0
DE102005049992B4,1,1,0,1,0,0,0,0
DE102013201182A1,1,1,0,0,1,0,0,0
US20170326964A1,1,1,1,0,0,0,0,0
CN107914565A,1,1,1,0,0,0,0,0
US6064161,1,1,1,0,0,0,0,0
WO2018111957A1,1,1,1,0,0,0,0,0
EP2904285A1,1,1,1,0,0,0,0,0
DE102007009631A1,1,1,0,0,1,0,0,0
US8915816,1,1,1,1,0,0,0,0
US7677135,1,1,1,1,0,0,0,0
US7600381,1,1,1,1,0,0,0,0
FR2928984B1,1,1,1,1,0,0,0,0
US8677860,1,1,1,1,0,0,0,0
US7784573,1,1,1,1,0,0,0,0
US8727940,1,1,1,1,0,0,0,0
US20160304081A1,1,1,0,0,1,0,0,0
DE102016207401A1,1,1,0,0,1,0,0,0
FR2814989B1,1,1,0,0,1,0,0,0
DE102008022526A1,1,1,0,0,1,0,0,0
DE102010031026A1,1,1,0,0,1,0,0,0
DE102012219452A1,1,1,0,1,0,0,0,0
US8602933,1,1,0,0,1,0,0,0
US9308912,1,1,0,0,1,0,0,0
DE102010030572A1,1,1,0,1,0,0,0,0
US7264070,1,1,0,1,0,0,0,0
US10293813,1,1,0,0,0,0,1,0
US9376008,1,1,0,0,0,0,1,0
CN106218392A,1,1,0,0,0,0,1,0
CN106218391A,1,1,0,0,0,0,1,0
US10220833,1,1,0,0,0,0,1,0
EP2177386A1,1,1,0,1,1,0,0,0
US8602938,1,1,1,0,1,0,0,0
US8702546,1,1,1,0,1,0,0,0
CN104029592B,1,1,1,0,1,0,0,0
US7588013,1,1,1,0,1,0,0,0
US7101309,1,1,0,1,1,0,0,0
US6712165,1,1,0,1,0,0,0,0
US6787932,1,1,0,1,0,0,0,0
US7377877,1,1,0,1,0,0,0,0
WO2007086272A1,1,1,0,1,0,0,0,0
US7848867,1,1,0,1,0,0,0,0
US7823668,1,1,0,1,0,0,0,0
JP2018039385A,1,1,0,1,0,0,0,0
EP1705784B1,1,1,0,0,1,0,0,0
US8591360,1,1,0,0,1,0,0,0
JP3963097B2,1,1,0,1,0,0,0,0
WO2008111478A1,1,1,0,1,0,0,0,0
US6602164,1,1,0,1,0,0,0,0
US7617896,1,1,0,1,0,0,0,0
WO2009041138A1,1,1,0,1,0,0,0,0
US8628450,1,1,0,1,0,0,0,0
US9260112,1,1,1,0,1,0,0,0
US7364523,1,1,1,0,1,0,0,0
US7631719,1,1,1,0,1,0,0,0
CA2484823C,1,1,1,0,1,0,0,0
US8095255,1,1,1,0,1,0,0,0
DE102010031029A1,1,1,1,0,1,0,0,0
US20110114403A1,1,1,1,0,0,0,0,0
US9085299,1,1,1,0,0,0,0,0
US8758180,1,1,1,0,0,0,0,0
DE102006018433A1,1,1,1,1,0,0,0,0
DE102016005404A1,1,1,1,1,0,0,0,0
US8011460,1,1,1,1,0,0,0,0
US8758194,1,1,1,1,0,0,0,0
US8579751,1,1,1,1,0,0,0,0
WO2015146771A1,1,1,1,0,0,0,0,0
FR2976035B1,1,1,1,0,0,0,0,0
JP2018167738A,1,1,1,0,0,0,0,0
EP2175171B1,1,1,1,0,0,0,0,0
DE102017005023A1,1,1,1,0,0,0,0,0
DE102013222721A1,1,1,0,1,1,0,0,0
US7694510,1,1,0,1,0,0,0,0
WO2012137812A1,1,1,0,1,0,0,0,0
JP3870505B2,1,1,0,1,0,0,0,0
JP3930026B2,1,1,0,1,0,0,0,0
US7086301,1,1,0,1,0,0,0,0
US8649926,1,1,0,1,0,0,0,0
JP2010127074A,1,1,0,1,0,0,0,0
WO2014181701A1,1,1,0,1,0,0,0,0
US7826941,1,1,0,1,0,0,0,0
US7885737,1,1,0,1,0,0,0,0
WO2009017093A1,1,1,0,1,0,0,0,0
JP1999182260A,1,1,0,1,0,0,0,0
US8108115,1,1,0,1,0,0,0,0
US8352109,1,1,0,1,0,0,0,0
US6950739,1,1,0,1,0,0,0,0
AU2002335380A1,1,1,0,1,0,0,0,0
DE102013110710A1,1,1,0,0,1,0,0,0
US8463476,1,1,0,0,1,0,0,0
DE102012016665A1,1,1,0,0,1,0,0,0
DE102016207371A1,1,1,0,0,1,0,0,0
US9387756,1,1,0,0,1,0,0,0
US8140205,1,1,0,1,0,0,0,0
US8060268,1,1,0,1,0,0,0,0
DE10136725B4,1,1,0,1,0,0,0,0
US6934610,1,1,0,1,0,0,0,0
US7779958,1,1,0,1,0,0,0,0
US8506449,1,1,0,1,0,0,0,0
EP2949495B1,1,1,0,1,0,0,0,0
EP2490909B1,1,1,0,0,1,0,0,0
DE102010004711C5,1,1,1,0,0,0,0,0
US20110017533A1,1,1,1,0,0,0,0,0
US7740093,1,1,1,0,1,0,0,0
US20150166047A1,1,1,1,0,1,0,0,0
WO2017108652A1,1,1,1,0,0,0,0,0
US7121164,1,1,1,0,0,0,0,0
US20170320496A1,1,1,1,0,0,0,0,0
DE102009000207A1,1,1,1,0,0,0,0,0
DE102012209857A1,1,1,1,0,1,0,0,0
WO2012077382A1,1,1,1,0,0,0,0,0
US8430191,1,1,1,0,0,0,0,0
US7090612,1,1,0,1,1,0,0,0
WO2009027202A1,1,1,1,0,0,0,0,0
EP0925979B1,1,1,1,0,0,0,0,0
FR3022857B1,1,1,1,0,0,0,0,0
US20060169505A1,1,1,1,0,0,0,0,0
US7686112,1,1,0,1,0,0,0,0
US6371229,1,1,0,1,0,0,0,0
WO2006109375A1,1,1,0,1,0,0,0,0
US7805238,1,1,0,1,1,0,0,0
US8437938,1,1,0,1,1,0,0,0
DE3842631A1,1,1,0,1,1,0,0,0
WO2010055550A1,1,1,0,1,1,0,0,0
FR2931120A1,1,1,0,1,1,0,0,0
US8398515,1,1,0,1,1,0,0,0
US20180141540A1,1,1,0,1,1,0,0,0
US8414450,1,1,0,1,1,0,0,0
US7493980,1,1,0,1,0,0,0,0
JP2018039430A,1,1,0,1,0,0,0,0
WO2007086274A1,1,1,0,1,0,0,0,0
EP1651461B1,1,1,0,1,0,0,0,0
US7099757,1,1,0,1,0,0,0,0
US20110160947A1,1,1,1,0,1,0,0,0
US20110024222A1,1,1,1,0,1,0,0,0
JP3705221B2,1,1,0,1,0,0,0,0
DE102007000672B4,1,1,0,1,0,0,0,0
US6316842,1,1,0,1,0,0,0,0
US8065047,1,1,0,1,0,0,0,0
US6216465,1,1,0,1,0,0,0,0
US8512201,1,1,0,1,0,0,0,0
JP2018039429A,1,1,0,1,0,0,0,0
US6488107,1,1,0,1,0,0,0,0
US8843258,1,1,0,1,0,0,0,0
US8647232,1,1,0,1,1,0,0,0
US7869932,1,1,0,1,1,0,0,0
CN103818238A,1,1,0,1,1,0,0,0
US8296032,1,1,0,1,1,0,0,0
DE102008059235A1,1,1,0,1,1,0,0,0
US8007401,1,1,0,1,1,0,0,0
US8360913,1,1,0,1,1,0,0,0
US8579758,1,1,0,1,1,0,0,0
US8152682,1,1,0,1,1,0,0,0
US8444527,1,1,0,1,1,0,0,0
US6322477,1,1,0,1,1,0,0,0
EP2014946B1,1,1,0,1,1,0,0,0
WO2016015937A1,1,1,0,1,1,0,0,0
US8606441,1,1,0,1,1,0,0,0
US9394975,1,1,0,1,1,0,0,0
US8340850,1,1,0,1,1,0,0,0
US8649924,1,1,0,1,1,0,0,0
US8249770,1,1,0,1,1,0,0,0
US7914416,1,1,0,1,1,0,0,0
US7699735,1,1,0,1,1,0,0,0
US8328672,1,1,0,1,1,0,0,0
DE102008000814A1,1,1,0,1,1,0,0,0
US8257215,1,1,0,1,1,0,0,0
US8246500,1,1,0,1,1,0,0,0
US8311692,1,1,0,1,1,0,0,0
DE102004031463A1,1,1,0,1,1,0,0,0
US20100133032A1,1,1,0,1,1,0,0,0
US8753246,1,1,0,1,1,0,0,0
US8190317,1,1,0,1,1,0,0,0
US20100273604A1,1,1,0,1,1,0,0,0
US8352137,1,1,0,1,1,0,0,0
US8290654,1,1,0,1,1,0,0,0
US7572201,1,1,0,1,1,0,0,0
US8388493,1,1,0,1,1,0,0,0
US20110198140A1,1,1,0,1,1,0,0,0
US8260481,1,1,0,1,1,0,0,0
JP5305619B2,1,1,0,1,1,0,0,0
DE102006045731A1,1,1,0,1,1,0,0,0
US8535200,1,1,0,1,1,0,0,0
US7261661,1,1,0,1,1,0,0,0
US20090095548A1,1,1,0,1,1,0,0,0
US8241161,1,1,0,1,1,0,0,0
US8444517,1,1,0,1,1,0,0,0
US20170327122A1,1,1,0,1,0,0,0,0
DE2732974A1,1,1,0,1,0,0,0,0
FR3048397A1,1,1,0,1,0,0,0,0
WO2012009744A1,1,1,0,1,0,0,0,0
WO2014188871A1,1,1,0,1,0,0,0,0
US6258008,1,1,0,1,1,0,0,0
DE102008001650A1,1,1,0,1,1,0,0,0
DE102013222017A1,1,1,0,1,1,0,0,0
US8098041,1,1,0,1,1,0,0,0
DE102007023138A1,1,1,0,1,1,0,0,0
US20070276557A1,1,1,0,1,1,0,0,0
DE102009025690A1,1,1,0,1,1,0,0,0
DE102013211969A1,1,1,0,1,1,0,0,0
US7766792,1,1,0,1,1,0,0,0
US20150105203A1,1,1,0,1,1,0,0,0
WO2009138284A2,1,1,0,1,1,0,0,0
DE102007055823A1,1,1,0,1,1,0,0,0
DE102006028601A1,1,1,0,1,1,0,0,0
US8328674,1,1,0,1,1,0,0,0
US8113976,1,1,0,1,1,0,0,0
WO2013035180A1,1,1,0,1,0,0,0,0
WO2014208209A1,1,1,0,1,0,0,0,0
US7059435,1,1,0,1,0,0,0,0
US9346463,1,1,1,0,0,0,0,0
EP1925486B1,1,1,1,0,0,0,0,0
WO2015146773A1,1,1,1,0,0,0,0,0
US20180238291A1,1,1,1,0,0,0,0,0
DE102004024212B4,1,1,0,1,0,0,0,0
US6719654,1,1,0,1,0,0,0,0
EP3312036A1,1,1,0,1,0,0,0,0
US6540642,1,1,0,1,0,0,0,0
DE102008002380A1,1,1,0,1,0,0,0,0
WO2014203616A1,1,1,0,1,0,0,0,0
US8140211,1,1,0,1,1,0,0,0
US8672068,1,1,0,1,1,0,0,0
US6019699,1,1,0,1,1,0,0,0
US7953533,1,1,0,1,1,0,0,0
US20100072014A1,1,1,0,1,1,0,0,0
US20110093147A1,1,1,0,1,1,0,0,0
US8062175,1,1,0,1,1,0,0,0
ITBO2009000569A1,1,1,0,1,1,0,0,0
US20100038157A1,1,1,0,1,1,0,0,0
US8298105,1,1,0,1,1,0,0,0
US8075436,1,1,0,1,1,0,0,0
US9109682,1,1,0,1,1,0,0,0
US8696507,1,1,0,1,1,0,0,0
US8622862,1,1,0,1,1,0,0,0
DE102008043732A1,1,1,0,1,1,0,0,0
DE102007055789A1,1,1,0,1,1,0,0,0
US8052562,1,1,0,1,1,0,0,0
US8142318,1,1,0,1,1,0,0,0
US20160059842A1,1,1,0,1,0,0,0,0
WO2013091946A1,1,1,0,1,0,0,0,0
US7055635,1,1,0,1,0,0,0,0
US8775004,1,1,0,1,0,0,0,0
US20070080005A1,1,1,0,1,0,0,0,0
US6054776,1,1,0,0,1,0,0,0
US6315068,1,1,0,0,1,0,0,0
US7189184,1,1,0,0,1,0,0,0
EP2848446A3,1,1,0,1,0,0,0,0
DE102007016218B4,1,1,0,1,0,0,0,0
WO2008148511A2,1,1,0,1,0,0,0,0
FR3016848B1,1,1,0,1,0,0,0,0
US9090256,1,1,0,1,0,0,0,0
WO2008086935A1,1,1,0,1,0,0,0,0
US7115065,1,1,0,1,0,0,0,0
US9925976,1,1,0,1,0,0,0,0
WO2014094748A1,1,1,0,1,0,0,0,0
US5337848,1,1,0,1,0,0,0,0
WO2009056193A3,1,1,0,1,0,0,0,0
US6123163,1,1,0,0,1,0,0,0
DE102006057857B4,1,1,0,0,1,0,0,0
US6637530,1,1,0,0,1,0,0,0
US6984954,1,1,0,0,1,0,0,0
FR2968606A3,1,1,0,0,1,0,0,0
US7179195,1,1,0,0,1,0,0,0
WO2012053142A1,1,1,0,0,1,0,0,0
US5928301,1,1,0,0,1,0,0,0
DE102007004461A1,1,1,0,0,1,0,0,0
US5117931,1,1,0,0,1,0,0,0
US6565480,1,1,0,0,1,0,0,0
EP2867050A4,1,1,0,0,1,0,0,0
WO2013000830A1,1,1,0,0,1,0,0,0
US6508741,1,1,0,0,1,0,0,0
US6409623,1,1,0,0,1,0,0,0
US6201312,1,1,0,0,1,0,0,0
US6902512,1,1,0,0,1,0,0,0
US6269895,1,1,0,0,1,0,0,0
US7506710,1,1,0,0,1,0,0,0
US10059199,1,1,0,0,1,0,0,0
US8419591,1,1,0,0,1,0,0,0
US20150197146A1,1,1,0,0,1,0,0,0
US7847450,0,0,0,0,1,1,0,0
US20190084401A1,0,0,0,0,0,1,1,0
WO2018192816A1,0,0,0,0,1,1,0,0
JP4275638B2,0,0,1,0,1,1,0,0
JP3491815B2,0,0,1,0,1,1,0,0
JP4844359B2,0,0,1,0,1,1,0,0
JP2017202723A,0,0,1,0,1,1,0,0
JP3699371B2,0,0,1,0,1,1,0,0
JP3182987B2,0,0,1,1,0,1,0,0
CN208896852U,0,0,1,0,1,1,0,0
EP2883731B1,0,0,1,0,0,1,0,0
