Publication Number,B60K6/48,Y02T10/6221,B60K6/387,B60K6/405,B60K2006/4825,Y02T10/6252,B60K6/42
US5669842,1,1,1,0,0,0,0
US4351405,1,1,1,0,0,0,0
DE10360804B4,1,1,1,0,0,0,0
US20190232775A1,1,1,1,0,0,0,0
US20190210449A1,1,1,1,0,0,0,0
WO2013146176A1,1,1,1,0,0,0,0
WO2018185258A1,1,1,1,0,0,0,0
US9724991,1,1,1,0,0,0,0
WO2018086926A1,1,1,1,0,0,0,0
FR2797228B1,1,1,1,0,0,0,0
US10369876,1,1,1,0,0,0,0
WO2015169293A1,1,1,1,0,0,0,0
EP3093174A1,1,1,1,0,0,0,0
US5691588,1,1,1,0,0,0,0
DE19954544B4,1,1,1,0,0,0,0
FR2859141A1,1,1,1,0,0,0,0
US10052949,1,1,1,0,0,0,0
US5224563,1,1,1,0,0,0,0
EP3246187A1,1,1,1,0,0,0,0
US8388496,1,1,1,0,0,0,0
WO2011076485A1,1,1,1,0,0,0,0
US9333966,1,1,1,0,0,0,0
DE202013008616U1,1,1,1,0,0,0,0
US20060225984A1,1,1,1,0,0,0,0
EP1616112A2,1,1,1,0,0,0,0
WO2018169463A1,1,1,1,0,0,0,0
GB2078016A,1,1,1,0,0,0,0
EP0004194A1,1,1,1,0,0,0,0
DE3243514C2,1,1,1,0,0,0,0
US20070175726A1,1,1,1,0,0,0,0
WO2012076239A1,1,1,1,0,0,0,0
FR2882002B1,1,1,1,0,0,0,0
DE102011085198A1,1,1,1,0,0,0,0
US9381799,1,1,1,0,0,0,0
US20180251019A1,1,1,1,0,0,0,0
US8352135,1,1,1,0,0,0,0
FR2699127B1,1,1,1,0,0,0,0
US20180281580A1,1,1,1,0,0,0,0
EP1108583A1,1,1,1,0,0,0,0
DE102005004207B4,1,1,1,0,0,0,0
DE102005024359B4,1,1,1,0,0,0,0
US20180319266A1,1,1,1,0,0,0,0
US8241174,1,1,1,0,0,0,0
EP3261233A1,1,1,1,0,0,0,0
DE102011000609A1,1,1,1,0,0,0,0
WO2007085358A1,1,1,1,0,0,0,0
US9457646,1,1,1,0,0,0,0
US20070102209A1,1,1,1,0,0,0,0
US9180766,1,1,1,0,0,0,0
DE102013214711A1,1,1,0,0,1,1,0
US9410601,1,1,0,0,1,1,0
WO2013150966A1,1,1,0,0,1,1,0
US8708090,1,1,0,0,1,1,0
US10059326,1,1,0,0,1,1,0
US9951709,1,1,0,0,1,1,0
US10207696,1,1,0,0,1,1,0
US9032825,1,1,0,0,1,1,0
EP1232891B1,1,1,0,0,1,1,0
WO2017137212A1,1,1,0,0,1,1,0
US10311653,1,1,0,0,1,1,0
US9902291,1,1,0,0,1,1,0
US9670967,1,1,0,0,1,1,0
US9493155,1,1,0,0,1,1,0
DE102014218608A1,1,1,0,0,1,1,0
US9932027,1,1,0,0,1,1,0
US9776625,1,1,0,0,1,1,0
US9156461,1,1,0,0,1,1,0
DE102014220946A1,1,1,0,0,1,1,0
EP3515741A2,1,1,0,0,1,1,0
DE102014220944A1,1,1,0,0,1,1,0
EP2481948B1,1,1,0,0,1,1,0
US9242545,1,1,0,0,1,1,0
US8818594,1,1,0,0,1,1,0
US10000200,1,1,0,0,1,1,0
WO2014170749A1,1,1,0,0,1,1,0
US9020677,1,1,0,0,1,1,0
CN102733965B,1,1,0,0,1,1,0
US9738269,1,1,0,0,1,1,0
US8788132,1,1,0,0,1,1,0
US9738265,1,1,0,0,1,1,0
US10266046,1,1,0,0,1,1,0
EP2686585B1,1,1,0,0,1,1,0
EP2641801A2,1,1,0,0,1,1,0
US9109648,1,1,0,0,1,1,0
US10232700,1,1,0,0,1,1,0
SE540482C2,1,1,0,0,1,1,0
US9802606,1,1,0,0,1,1,0
US9855953,1,1,0,0,1,1,0
EP2707237A1,1,1,0,0,1,1,0
US10183571,1,1,0,0,1,1,0
US9592832,1,1,0,0,1,1,0
US20170232955A1,1,1,0,0,1,1,0
WO2018044776A1,1,1,0,0,1,1,0
US10259445,1,1,0,0,1,1,0
US10406908,1,1,0,0,1,1,0
WO2018145740A1,1,1,0,0,1,1,0
EP2826654A4,1,1,0,0,1,1,0
US9399458,1,1,0,0,1,1,0
US9731703,1,1,0,0,1,1,0
US9682692,1,1,0,0,1,1,0
US9475489,1,1,0,0,1,1,0
US9347416,1,1,0,0,1,1,0
US8959912,1,1,0,0,1,1,0
WO2013023747A1,1,1,0,0,1,1,0
US9120481,1,1,0,0,1,1,0
US9744960,1,1,0,0,1,1,0
US8845484,1,1,0,0,1,1,0
US9067585,1,1,0,0,1,1,0
EP2684755B1,1,1,0,0,1,1,0
US10137883,1,1,0,0,1,1,0
US9316149,1,1,0,0,1,1,0
US8798836,1,1,0,0,1,1,0
US9267481,1,1,0,0,1,1,0
US9079583,1,1,0,0,1,1,0
DE102011106291A1,1,1,0,0,1,1,0
US9670865,1,1,0,0,1,1,0
US10112596,1,1,0,0,1,1,0
DE102014220959A1,1,1,0,0,1,1,0
WO2014086680A1,1,1,0,0,1,1,0
US9802603,1,1,0,0,1,1,0
US9481251,1,1,0,0,1,1,0
US20180134143A1,1,1,0,0,1,1,0
US10300781,1,1,0,0,1,1,0
US10308236,1,1,0,0,1,1,0
FR3040926B1,1,1,0,0,1,1,0
US9085295,1,1,0,0,1,1,0
US9561791,1,1,0,0,1,1,0
WO2013151104A1,1,1,0,0,1,1,0
US9764731,1,1,0,0,1,1,0
DE102011081763A1,1,1,0,0,1,1,0
US9592820,1,1,0,0,1,1,0
US20170182996A1,1,1,0,0,1,1,0
US9446757,1,1,0,0,1,1,0
US10000196,1,1,0,0,1,1,0
WO2018077333A1,1,1,0,0,1,1,0
WO2013152846A1,1,1,0,0,1,1,0
US9254837,1,1,0,0,1,1,0
DE102015007439B3,1,1,1,1,0,0,0
WO2018054772A1,1,1,0,0,1,1,0
US20180354520A1,1,1,0,0,1,1,0
US9109672,1,1,0,0,1,1,0
WO2017032368A1,1,1,0,0,1,1,0
US10308138,1,1,0,0,1,1,0
US10336315,1,1,0,0,1,1,0
WO2013002009A1,1,1,0,0,1,1,0
US9365202,1,1,0,0,1,1,0
JP2003200758A,1,1,0,0,1,1,0
EP2447571B1,1,1,0,0,1,1,0
WO2014190978A1,1,1,0,0,1,1,0
US9789866,1,1,0,0,1,1,0
EP2815944A1,1,1,0,0,1,1,0
US9550492,1,1,0,0,1,1,0
US9221460,1,1,0,0,1,1,0
WO2014054668A1,1,1,0,0,1,1,0
US9358873,1,1,0,0,1,1,0
US20190111915A1,1,1,0,0,1,1,0
DE102015226256A1,1,1,0,0,1,1,0
EP3296592A1,1,1,0,0,1,1,0
US10071622,1,1,0,0,1,1,0
WO2012101792A1,1,1,0,0,1,1,0
DE102010036510A1,1,1,0,0,1,1,0
US10081240,1,1,0,0,1,1,0
EP2445740A1,1,1,0,0,1,1,0
US10202111,1,1,0,0,1,1,0
US9371068,1,1,0,0,1,1,0
US8991283,1,1,0,0,1,1,0
US9616878,1,1,0,0,1,1,0
CN102765382B,1,1,0,0,1,1,0
WO2018077456A1,1,1,0,0,1,1,0
US9039561,1,1,0,0,1,1,0
WO2018113835A1,1,1,0,0,1,1,0
WO2018014903A1,1,1,0,0,1,1,0
US8983703,1,1,0,0,1,1,0
US8992377,1,1,0,0,1,1,0
WO2014006016A1,1,1,0,0,1,1,0
US10316811,1,1,0,0,1,1,0
US9914449,1,1,0,0,1,1,0
US9527503,1,1,0,0,1,1,0
US9868346,1,1,0,0,1,1,0
DE102014220963A1,1,1,0,0,1,1,0
US9126583,1,1,0,0,1,1,0
US10041423,1,1,0,0,1,1,0
US9050881,1,1,0,0,1,1,0
US9393949,1,1,0,0,1,1,0
WO2014054723A1,1,1,0,0,1,1,0
WO2013137051A1,1,1,0,0,1,1,0
US9321450,1,1,0,0,1,1,0
WO2018054605A1,1,1,1,0,0,0,0
US6846257,1,1,1,0,0,0,0
US8506450,1,1,1,0,0,0,0
DE102005039929B4,1,1,1,0,0,0,0
WO2018046039A1,1,1,1,0,0,0,0
US6935986,1,1,1,0,0,0,0
GB2506601A,1,1,1,0,0,0,0
EP3490832A1,1,1,1,0,0,0,0
US6974402,1,1,1,0,0,0,0
FR2742703B1,1,1,1,0,0,0,0
WO2007085359A1,1,1,1,0,0,0,0
US7220203,1,1,1,0,0,0,0
WO2004053350A1,1,1,1,0,0,0,0
US9637115,1,1,1,0,0,0,0
DE102015204117A1,1,1,1,0,0,0,0
FR2814121B1,1,1,1,0,0,0,0
WO2016070871A3,1,1,1,0,0,0,0
US5285111,1,1,1,0,0,0,0
WO2001010665A1,1,1,1,0,0,0,0
US7469778,1,1,1,0,0,0,0
US9718463,1,1,1,0,0,0,0
US9457799,1,1,1,0,0,0,0
US6857985,1,1,1,0,0,0,0
FR2798328B1,1,1,1,0,0,0,0
US6536570,1,1,1,0,0,0,0
DE4318065A1,1,1,1,0,0,0,0
US9387753,1,1,1,0,0,0,0
US9644709,1,1,1,0,0,0,0
DE19916489C2,1,1,1,0,0,0,0
US9193256,1,1,1,0,0,0,0
US5168975,1,1,1,0,0,0,0
US9533680,1,1,1,0,0,0,0
EP0826544B1,1,1,1,0,0,0,0
WO2018024281A1,1,1,1,0,0,0,0
US5637987,1,1,1,0,0,0,0
DE202015004910U1,1,1,0,0,1,1,0
US20180126837A1,1,1,0,0,1,1,0
DE102014019431A1,1,1,0,0,1,1,0
US6692405,1,1,0,0,1,1,0
US9381905,1,1,0,0,1,1,0
US9911248,1,1,0,0,1,1,0
US9415764,1,1,0,0,1,1,0
DE102014210042A1,1,1,0,0,1,1,0
EP2821306B1,1,1,0,0,1,1,0
US8996217,1,1,0,0,1,1,0
US6561947,1,1,0,0,1,1,0
US9919698,1,1,0,0,1,1,0
WO2013111829A1,1,1,0,0,1,1,0
US9032823,1,1,0,0,1,1,0
US9080618,1,1,0,0,1,1,0
US10350986,1,1,0,0,1,1,0
US9731700,1,1,0,0,1,1,0
US9227620,1,1,0,0,1,1,0
US8793045,1,1,0,0,1,1,0
EP2655112A1,1,1,0,0,1,1,0
US9488317,1,1,0,0,1,1,0
US10189470,1,1,0,0,1,1,0
US9895958,1,1,0,0,1,1,0
US10384549,1,1,0,0,1,1,0
US9205833,1,1,0,0,1,1,0
US10336334,1,1,0,0,1,1,0
US9031727,1,1,0,0,1,1,0
US9371069,1,1,0,0,1,1,0
US9618085,1,1,0,0,1,1,0
WO2017097455A1,1,1,0,0,1,1,0
DE102016225638A1,1,1,0,0,1,1,0
US9273768,1,1,0,0,1,1,0
US10106148,1,1,0,0,1,1,0
DE102014220970A1,1,1,0,0,1,1,0
US10309462,1,1,0,0,1,1,0
US8960033,1,1,0,0,1,1,0
US7313473,1,1,0,0,1,1,0
US9199636,1,1,0,0,1,1,0
DE102011050232A1,1,1,0,0,1,1,0
US8998760,1,1,0,0,1,1,0
DE102011081764A1,1,1,0,0,1,1,0
US20180319265A1,1,1,0,0,1,1,0
US9278683,1,1,0,0,1,1,0
US9260111,1,1,0,0,1,1,0
US10093163,1,1,0,0,1,1,0
WO2018041876A1,1,1,0,0,1,1,0
EP2902237A1,1,1,0,0,1,1,0
US10246081,1,1,0,0,1,1,0
US10179582,1,1,0,0,1,1,0
US9616881,1,1,0,0,1,1,0
US10315644,1,1,0,0,1,1,0
US9533678,1,1,0,0,1,1,0
EP2901044A1,1,1,0,0,1,1,0
DE102011088599A1,1,1,0,0,1,1,0
WO2015092210A1,1,1,0,0,1,1,0
US10059329,1,1,0,0,1,1,0
US9610934,1,1,0,0,1,1,0
WO2013139417A1,1,1,0,0,1,1,0
US10005375,1,1,0,0,1,1,0
WO2012098669A1,1,1,0,0,1,1,0
US20180056981A1,1,1,0,0,1,1,0
US9809212,1,1,0,0,1,1,0
WO2017211345A1,1,1,0,0,1,1,0
US7131510,1,1,0,0,1,1,0
US10215118,1,1,0,0,1,1,0
US10011267,1,1,0,0,1,1,0
US9126577,1,1,0,0,1,1,0
US9446764,1,1,0,0,1,1,0
US9254737,1,1,0,0,1,1,0
US9124149,1,1,0,0,1,1,0
DE102016206969A1,1,1,0,0,1,1,0
US9080648,1,1,0,0,1,1,0
US9528436,1,1,0,0,1,1,0
US9358971,1,1,0,0,1,1,0
US9387755,1,1,0,0,1,1,0
US9896083,1,1,0,0,1,1,0
US9175633,1,1,0,0,1,1,0
US9109671,1,1,0,0,1,1,0
US9150218,1,1,0,0,1,1,0
WO2018121885A1,1,1,0,0,1,1,0
EP3458327A1,1,1,0,0,1,1,0
US9969380,1,1,0,0,1,1,0
US10300908,1,1,0,0,1,1,0
US9505398,1,1,0,0,1,1,0
EP2911928B1,1,1,0,0,1,1,0
US8880263,1,1,0,0,1,1,0
EP2694311A1,1,1,0,0,1,1,0
US10316958,1,1,0,0,1,1,0
WO2013149885A1,1,1,0,0,1,1,0
US10286773,1,1,0,0,1,1,0
DE102011080068A1,1,1,0,0,1,1,0
US9079485,1,1,1,0,0,0,0
DE102013224379A1,1,1,1,0,0,0,0
US20080264706A1,1,1,1,0,0,0,0
US8171824,1,1,1,0,0,0,0
US6887180,1,1,1,0,0,0,0
US9327715,1,1,1,0,0,0,0
DE4339252C2,1,1,1,0,0,0,0
EP1087499B1,1,1,1,0,0,0,0
EP3529097A1,1,1,1,0,0,0,0
EP2832569B1,1,1,1,0,0,0,0
WO2012034154A1,1,1,1,0,0,0,0
US6364042,1,1,1,0,0,0,0
US9108500,1,1,1,0,0,0,0
DE102005040770B4,1,1,1,0,0,0,0
FR947804A,1,1,1,0,0,0,0
FR2961754A1,1,1,1,0,0,0,0
FR2216786A1,1,1,1,0,0,0,0
US7604565,1,1,1,0,0,0,0
US10205358,1,1,1,0,0,0,0
DE102007004460A1,1,1,1,0,0,0,0
US20190118638A1,1,1,1,0,0,0,0
US10358025,1,1,1,0,0,0,0
EP2516193B1,1,1,1,0,0,0,0
US8840502,1,1,1,0,0,0,0
US9365103,1,1,1,0,0,0,0
WO2018059926A1,1,1,1,0,0,0,0
US9263924,1,1,1,0,0,0,0
DE4004330C2,1,1,1,0,0,0,0
EP2842781B1,1,1,1,0,0,0,0
US5755302,1,1,1,0,0,0,0
US5730675,1,1,1,0,0,0,0
CN108422852A,1,1,1,0,0,0,0
DE102014009293A1,1,1,1,0,0,0,0
US9636987,1,1,1,0,0,0,0
CN103161918B,1,1,1,0,0,0,0
US5644200,1,1,1,0,0,0,0
AT7997U1,1,1,1,0,0,0,0
WO2005049358A1,1,1,1,0,0,0,0
US9463687,1,1,1,0,0,0,0
US8448541,1,1,1,1,0,0,0
WO2014092042A1,1,1,1,1,0,0,0
US10421349,1,1,0,0,1,1,0
WO2018054771A3,1,1,0,0,1,1,0
US20160144704A1,1,1,0,0,1,1,0
US20180056974A1,1,1,0,0,1,1,0
US8983697,1,1,0,0,1,1,0
US9061681,1,1,0,0,1,1,0
AT512443B1,1,1,0,0,1,1,0
US9919709,1,1,0,0,1,1,0
US9180877,1,1,0,0,1,1,0
US8972135,1,1,0,0,1,1,0
US9186975,1,1,0,0,1,1,0
US9669697,1,1,0,0,1,1,0
US8942902,1,1,0,0,1,1,0
US9481356,1,1,0,0,1,1,0
US9714028,1,1,0,0,1,1,0
US9937925,1,1,0,0,1,1,0
US20180257639A1,1,1,0,0,1,1,0
US9624848,1,1,0,0,1,1,0
EP3322606A1,1,1,0,0,1,1,0
US9108622,1,1,0,0,1,1,0
DE102011078512A1,1,1,0,0,1,1,0
DE102014218270A1,1,1,0,0,1,1,0
WO2018010934A1,1,1,0,0,1,1,0
US9216731,1,1,0,0,1,1,0
DE102014220942A1,1,1,0,0,1,1,0
US9096212,1,1,0,0,1,1,0
US10155511,1,1,0,0,1,1,0
US8795113,1,1,0,0,1,1,0
WO2014155193A1,1,1,0,0,1,1,0
WO2018104020A1,1,1,0,0,1,1,0
US9834082,1,1,0,0,1,1,0
US9050882,1,1,0,0,1,1,0
US10272764,1,1,0,0,1,1,0
US9180878,1,1,0,0,1,1,0
US10253876,1,1,0,0,1,1,0
WO2016030101A1,1,1,0,0,1,1,0
US9365112,1,1,0,0,1,1,0
US10315502,1,1,1,0,0,0,0
US9545841,1,1,1,0,0,0,0
US7140461,1,1,1,0,0,0,0
WO2010017786A1,1,1,1,0,0,0,0
US10093166,1,1,1,0,0,0,0
DE102016220480A1,1,1,1,0,0,0,0
WO2018161997A1,1,1,1,0,0,0,0
US20180201115A1,1,1,1,0,0,0,0
US9481256,1,1,1,0,0,0,0
US6371877,1,1,1,0,0,0,0
US7300374,1,1,1,0,0,0,0
US10272763,1,1,1,0,0,0,0
US7537534,1,1,1,0,0,0,0
WO2011076513A1,1,1,1,0,0,0,0
WO2018128012A1,1,1,1,0,0,0,0
US8926464,1,1,1,0,0,0,0
US9694662,1,1,1,0,0,0,0
FR359242A,1,1,1,0,0,0,0
US20190032724A1,1,1,1,0,0,0,0
US9511762,1,1,1,0,0,0,0
WO2018046058A1,1,1,1,0,0,0,0
US20080047799A1,1,1,1,0,0,0,0
US9114699,1,1,1,0,0,0,0
DE10225250A1,1,1,1,0,0,0,0
WO2013137100A1,1,1,1,0,0,0,0
US5359308,1,1,1,0,0,0,0
WO2003091601A1,1,1,1,0,0,0,0
DE102008021685B4,1,1,1,0,0,0,0
US9517689,1,1,1,0,0,0,0
US7832537,1,1,1,0,0,0,0
DE102005039928B4,1,1,1,0,0,0,0
US9340101,1,1,1,0,0,0,0
EP0724977A1,1,1,1,0,0,0,0
EP2574810B1,1,1,1,0,0,0,0
US10046751,1,1,0,0,1,1,0
SE541273C2,1,1,0,0,1,1,0
US9637125,1,1,0,0,1,1,0
US9037330,1,1,0,0,1,1,0
WO2012057130A1,1,1,0,0,1,1,0
US20180345782A1,1,1,0,0,1,1,0
EP2931546B1,1,1,0,0,1,1,0
US20180244143A1,1,1,0,0,1,1,0
US10106024,1,1,0,0,1,1,0
DE102014220938A1,1,1,0,0,1,1,0
US10131351,1,1,0,0,1,1,0
WO2012156041A1,1,1,0,0,1,1,0
US9327709,1,1,0,0,1,1,0
WO2014166745A1,1,1,0,0,1,1,0
WO2015033405A1,1,1,0,0,1,1,0
US10274029,1,1,0,0,1,1,0
US9862369,1,1,0,0,1,1,0
US9458900,1,1,0,0,1,1,0
EP2946959A3,1,1,0,0,1,1,0
SE539371C2,1,1,0,0,1,1,0
US9387766,1,1,0,0,1,1,0
US10293804,1,1,0,0,1,1,0
US9932914,1,1,0,0,1,1,0
US9457801,1,1,0,0,1,1,0
EP3455114A1,1,1,0,0,1,1,0
US8874299,1,1,0,0,1,1,0
US9925891,1,1,0,0,1,1,0
DE102011080161A1,1,1,0,0,1,1,0
US8744657,1,1,0,0,1,1,0
US10086836,1,1,0,0,1,1,0
US9623864,1,1,0,0,1,1,0
US9796373,1,1,0,0,1,1,0
US9151362,1,1,0,0,1,1,0
DE102016225621A1,1,1,0,0,1,1,0
US9624992,1,1,0,0,1,1,0
US9772028,1,1,0,0,1,1,0
US9097330,1,1,0,0,1,1,0
US20150211607A1,1,1,0,0,1,1,0
DE102014220941A1,1,1,0,0,1,1,0
US9764630,1,1,1,0,0,0,0
EP0846065B1,1,1,1,0,0,0,0
US7824306,1,1,1,0,0,0,0
CA2523771C,1,1,1,0,0,0,0
US9890754,1,1,1,0,0,0,0
EP3490831A1,1,1,1,0,0,0,0
WO2018028738A1,1,1,1,0,0,0,0
US6294854,1,1,1,0,0,0,0
EP1118496A1,1,1,1,0,0,0,0
US10118478,1,1,1,0,0,0,0
WO2011055050A1,1,1,1,0,0,0,0
US10272913,1,1,1,0,0,0,0
US6354974,1,1,1,0,0,0,0
US10252608,1,1,1,0,0,0,0
US8050830,1,1,1,0,0,0,0
US8888638,1,1,1,0,0,0,0
US6483197,1,1,1,0,0,0,0
WO2015086000A1,1,1,1,0,0,0,0
CA2176425A1,1,1,1,0,0,0,0
EP3218217A1,1,1,1,0,0,0,0
US9623867,1,1,1,0,0,0,0
EP2186670A1,1,1,1,0,0,0,0
US9108630,1,1,1,0,0,0,0
DE102016100807A1,1,1,1,0,0,0,0
US9132834,1,1,1,0,0,0,0
US9162676,1,1,1,0,0,0,0
US9914447,1,1,1,0,0,0,0
WO2011036383A1,1,1,1,0,0,0,0
US9605605,1,1,1,0,0,0,0
US7246672,1,1,1,0,0,0,0
US7207404,1,1,1,0,0,0,0
US7644790,1,1,1,0,0,0,0
WO2012076238A1,1,1,1,0,0,0,0
DE4436383A1,1,1,1,0,0,0,0
WO2015132038A1,1,1,1,0,0,0,0
US10202031,1,1,1,0,0,0,0
WO2018161995A1,1,1,1,0,0,0,0
WO2015147051A1,1,1,1,0,0,0,0
US20190126737A1,1,1,1,0,0,0,0
US5789823,1,1,1,0,0,0,0
WO2018181352A1,1,1,1,0,0,0,0
US10226992,1,1,1,0,0,0,0
US7272987,1,1,1,0,0,0,0
WO2009050066A1,1,1,1,0,0,0,0
US10099684,1,1,1,0,0,0,0
EP3241701A1,1,1,1,0,0,0,0
FR2833537B1,1,1,1,0,0,0,0
EP1529673B1,1,1,1,0,0,0,0
EP1069310B1,1,1,1,0,0,0,0
US10232839,1,1,1,0,0,0,0
EP2900505B1,1,1,1,0,0,0,0
FR2689821B1,1,1,1,0,0,0,0
DE4005623A1,1,1,1,0,0,0,0
DE4342735A1,1,1,1,0,0,0,0
US10011163,1,1,1,0,0,0,0
US7037234,1,1,1,0,0,0,0
US9776498,1,1,1,0,0,0,0
FR2833538B1,1,1,1,0,0,0,0
US6655484,1,1,1,0,0,0,0
WO2018138008A1,1,1,1,0,0,0,0
US4042056,1,1,1,0,0,0,0
US9828965,1,1,1,0,0,0,0
EP1862364B1,1,1,1,0,0,0,0
NL1019200C,1,1,1,0,0,0,0
WO2018054717A1,1,1,1,0,0,0,0
US5773904,1,1,1,0,0,0,0
US9597952,1,1,1,0,0,0,0
US9789868,1,1,1,0,0,0,0
US8911315,1,1,1,0,0,0,0
EP2900500B1,1,1,1,0,0,0,0
DE19748423A1,1,1,1,0,0,0,0
WO2018113831A1,1,1,1,0,0,0,0
US10399431,1,1,1,0,0,0,0
US9738149,1,1,1,0,0,0,0
AT7740U1,1,1,1,0,0,0,0
US9573457,1,1,1,0,0,0,0
DE102011085197A1,1,1,1,0,0,0,0
US4407398,1,1,1,0,0,0,0
US20180170167A1,1,1,1,0,0,0,0
WO2012139877A1,1,1,1,0,0,0,0
US9677646,1,1,1,0,0,0,0
WO2011098201A1,1,1,1,0,0,0,0
US4531605,1,1,1,0,0,0,0
US9327714,1,1,1,0,0,0,0
US9517763,1,1,1,0,0,0,0
US9644531,1,1,1,0,0,0,0
US20050101432A1,1,1,1,0,0,0,0
US10160305,1,1,1,0,0,0,0
US8517876,1,1,1,0,0,0,0
GB1193965A,1,1,1,0,0,0,0
DE102015121157A1,1,1,1,0,0,0,0
WO2017092756A1,1,1,1,0,0,0,0
US8688350,1,1,1,0,0,0,0
FR2837246B1,1,1,1,0,0,0,0
DE3246230A1,1,1,1,0,0,0,0
US20180319264A1,1,1,1,0,0,0,0
CN106608178A,1,1,1,0,0,0,0
WO2005047040A1,1,1,1,0,0,0,0
WO2018010721A1,1,1,1,0,0,0,0
US6306057,1,1,1,0,0,0,0
DE3320950C2,1,1,1,0,0,0,0
WO2015071088A1,1,1,1,0,0,0,0
DE102013223356A1,1,1,1,0,0,0,0
US8813593,1,1,1,0,0,0,0
WO1999032322A1,1,1,1,0,0,0,0
US9631709,1,1,1,0,0,0,0
US7093511,1,1,1,0,0,0,0
US20190256077A1,1,1,1,0,0,0,0
US5856709,1,1,1,0,0,0,0
US10131221,1,1,1,0,0,0,0
WO2012123172A1,1,1,1,0,0,0,0
US20160001649A1,1,1,1,0,0,0,0
DE102005039920B4,1,1,1,0,0,0,0
DE10338558A1,1,1,1,0,0,0,0
WO2018161993A1,1,1,1,0,0,0,0
WO2015004962A1,1,1,1,0,0,0,0
EP0082932A3,1,1,1,0,0,0,0
US20180244262A1,1,1,1,0,1,0,0
US10144411,1,1,1,0,1,0,0
DE102016013479A1,1,1,1,0,1,0,0
US20180266526A1,1,1,1,0,1,0,0
CN108454381A,1,1,1,0,1,0,0
US20190291566A1,1,1,1,0,0,0,0
US9579964,1,1,1,0,0,0,0
US9302576,1,1,1,0,0,0,0
US6668953,1,1,1,0,0,0,0
US7256510,1,1,1,0,0,0,0
US6953409,1,1,1,0,0,0,0
DE102011086062A1,1,1,1,0,0,0,0
US10053083,1,1,1,0,0,0,0
US9649927,1,1,1,0,0,0,0
US20090008212A1,1,1,1,0,0,0,0
US9180872,1,1,1,0,0,0,0
US7328763,1,1,1,0,0,0,0
EP0941883A3,1,1,1,0,0,0,0
US8838366,1,1,1,0,0,0,0
US9387752,1,1,1,0,0,0,0
US7690280,1,1,1,0,0,0,0
US9862260,1,1,1,0,0,0,0
US9227505,1,1,1,0,0,0,0
WO2013011994A1,1,1,1,0,0,0,0
US9670990,1,1,1,0,0,0,0
DE3230121A1,1,1,1,0,0,0,0
WO2015189924A1,1,1,1,0,0,0,0
DE19735021B4,1,1,1,0,0,0,0
US6517464,1,1,1,0,0,0,0
US10144412,1,1,1,0,0,0,0
EP2448092A3,1,1,1,0,0,0,0
US10000198,1,1,1,0,0,0,0
US6258006,1,1,1,0,0,0,0
US5343970,1,1,1,0,0,0,0
DE102010048857A1,1,1,1,0,0,0,0
US9140312,1,1,1,0,0,0,0
US7240751,1,1,1,0,0,0,0
US9267554,1,1,1,0,0,0,0
DE3243513C2,1,1,1,0,0,0,0
WO2005108143A1,1,1,1,0,0,0,0
US5801499,1,1,1,0,0,0,0
US7500929,1,1,1,0,0,0,0
EP1027224B1,1,1,1,0,0,0,0
DE102007037758A1,1,1,1,0,0,0,0
US20190039448A1,1,1,1,0,0,0,0
US10279796,1,1,1,0,0,0,0
WO2012076106A1,1,1,1,0,0,0,0
WO2015078645A1,1,1,1,0,0,0,0
DE102006036758B4,1,1,1,0,0,0,0
US20180266525A1,1,1,1,0,1,0,0
US9457794,1,1,1,0,1,0,0
US9096118,0,0,0,1,0,0,1
US10349546,0,0,0,1,0,0,1
US9174523,0,0,1,0,0,0,1
CN108528199A,0,0,1,0,0,0,1
US9260000,0,0,1,0,0,0,1
US9139076,0,0,1,0,0,0,1
US9531234,0,0,1,0,0,0,1
CN108068608A,0,0,1,0,0,0,1
US6530426,0,0,1,0,0,0,1
CN109094351A,0,0,1,0,0,0,1
FR2847014B1,0,0,1,0,0,0,1
US9260001,0,0,1,0,0,0,1
US9944186,0,0,1,0,0,0,1
CN108528198A,0,0,1,0,0,0,1
US10137767,0,0,1,1,0,0,0
US9604530,0,0,1,1,0,0,0
US20190105978A1,0,0,1,1,0,0,0
CN108944413A,0,0,1,1,0,0,0
US10093164,0,0,1,1,0,0,0
WO2017194054A1,0,0,1,1,0,0,0
US7211025,0,0,1,1,0,0,0
US10017043,0,0,1,1,0,0,0
EP1396921A3,0,0,1,1,0,0,0
EP2900502B1,0,0,1,1,0,0,0
US20170015306A1,0,0,1,1,0,0,0
US10183570,0,0,1,1,0,0,0
US9745720,0,0,1,1,0,0,0
EP3453551A4,0,0,1,1,0,0,0
US7527573,0,0,1,1,0,0,0
FR2836193B1,0,0,1,1,0,0,0
DE10246839A1,0,0,1,1,0,0,0
EP3466735A1,0,0,1,1,0,0,0
US10286771,0,0,1,1,0,0,0
WO2019135735A1,0,0,1,1,0,0,0
US9630487,0,0,1,1,0,0,0
US20050150700A1,0,0,1,1,0,0,0
DE102015224809A1,0,0,1,1,0,0,0
US9944164,0,0,1,1,0,0,0
US9683658,0,0,1,1,0,0,0
US9657460,0,0,1,1,0,0,0
WO2019100133A1,1,0,0,0,0,0,1
KR101745274B1,0,0,1,1,0,0,0
US9499038,0,0,1,1,0,0,0
CN101445044B,0,0,1,1,0,0,0
CN107310374A,0,0,1,1,0,0,0
